gene_name,gmcsf_1,gmcsf_2,gmcsf_3,gmcsf_4,gmcsf_5,gmcsf_6,mcf7_1,mcf7_2,mcf7_3,mcf7_4,mcf7_5,mcf7_6,mda231_1,mda231_2,mda231_3,mda231_4,mda231_5,mda231_6,t47d_1,t47d_2,t47d_3,t47d_4,t47d_5,t47d_6,uivc1_1,uivc1_2,uivc1_3,uivc1_4,uivc1_5,uivc1_6,uivc4_1,uivc4_2,uivc4_3,uivc4_4,uivc4_5,uivc4_6
FLI1,2.84373375,3.70756175,3.9001085,3.2784765,3.84816725,3.6415025,3.21238975,3.24656925,2.97032425,3.126211,2.92891225,2.883122,3.626415,3.8332765,3.6070405,3.5236205,3.52780325,3.68722425,3.38360125,3.35050725,3.10620325,3.221482,3.31361525,3.40660475,3.31005175,3.20622025,3.2533105,2.989189,3.0465575,2.30919125,3.839052,3.2493555,4.43537275,2.40458,4.42253725,4.318944
FLII,7.299545,6.38782775,12.16514175,11.8270185,8.0978015,8.6328105,13.23435575,5.91510875,7.168478,7.174701,8.78057375,5.421946,9.325671,10.12937925,8.2196335,6.4198645,6.29715525,6.86961675,12.36688725,9.9477605,6.429347,7.19102975,7.02730525,6.8444435,7.3336235,6.8662305,5.6338785,11.41475775,6.93363775,6.4707975,6.34457125,7.10326925,4.56279325,3.7646075,6.190585,4.73115625
FLNA,20.02970253,19.37483827,20.95324447,17.68459173,25.72854913,19.58870413,24.3048936,23.36564647,23.09703433,20.84671,18.442985,10.33531533,14.89018753,17.2174612,16.5261956,20.0501394,18.31638727,18.28939313,20.23965413,19.8848644,19.24773673,19.65092973,17.86302827,20.46772067,17.09670187,18.93758293,15.89295773,16.24063207,18.6122536,19.50408587,15.4064284,15.22393447,13.1043956,13.14795853,14.1247684,14.25440653
FLNB,2.548193,1.349573,1.631351,0,1.158231,0.0899,2.50569,0,2.496608,1.841961,0.231976,0.121315,3.402619,3.780157,0,3.468744,2.384827,0,0,3.9268,3.346652,2.620975,0,2.085579,0,1.900149,4.509302,3.046086,1.366166,0,0.127277,4.72948,3.511669,0,2.587396,0
FLOT1,5.580807,6.74073525,7.19694125,7.82443375,7.19743275,4.23953,8.79739975,6.2040045,9.21206525,9.29079325,5.0885565,6.19200675,8.917366,4.11151925,9.3866245,9.96748575,9.939975,9.01757825,9.26960075,4.248638,4.34101275,5.91411025,6.13999925,7.27356225,5.371619,9.20255425,8.5469165,8.50248525,7.99507375,4.31838075,5.144991,6.4851925,7.2714165,7.84861175,10.172965,7.229456
FLOT2,12.831024,8.031364667,8.399701333,6.718324,9.920364667,11.523341,7.836319667,12.80825633,4.884442667,6.847619667,6.208234667,11.41956967,5.180285667,8.487922,8.361892333,7.989817333,7.358128333,6.571634667,7.331975667,5.568970333,14.01632,9.958651,7.578374333,6.257777667,5.754406,7.114888667,6.030611667,7.783723,9.062261,5.436003,7.193568667,8.8034,6.933371667,6.434569,7.519158333,11.81988
FLT1,8.830937333,9.777296667,10.127036,9.695983333,10.347086,10.61108033,4.49883,4.323081667,5.008471333,5.373246333,4.532129,4.486883,5.151827333,5.286012667,4.388224,4.996176,4.485878333,5.303215667,3.77952,4.672637333,4.350742333,4.276039667,3.915409333,3.372635667,4.360815,4.133748667,3.885086333,3.667588667,3.604262333,4.181095333,3.455743,3.34599,3.434923333,3.551218333,3.340995667,3.418729333
FLT3,0.042961,0,0.051329,0.098666,0.062077,0.048818,0.054903,0,0,0,0,0,0.061001,0.095128,0.062233,0,0.03543,0.090588,0,0,0,0,0,0,0.097464,0.039223,0,0.051955,0.020699,0,0,0,0,0,0.036617,0.085451
FLVCR2,10.665534,11.2205695,10.6250695,10.7992865,11.288476,11.6142855,7.770902,8.034226,7.5086815,7.78889,7.7750105,7.548666,14.227781,14.66551,14.5635415,14.1974155,14.6875925,14.699306,7.313811,7.5301095,7.8000485,7.872987,7.945123,7.6280515,7.396824,7.781056,7.7340365,7.8378915,7.5261585,7.4933185,10.2818595,9.182855,9.617607,9.702503,9.4425955,10.1698625
FLYWCH2,2.829736,4.003888,3.545311,2.954086,3.022341,3.691108,5.613548,5.375077,5.847615,6.012528,3.71324,5.336365,5.905095,6.750791,7.543025,2.314641,5.688026,6.463543,5.111272,2.996373,4.977876,4.154113,6.054347,6.673721,5.891297,3.377309,5.940456,5.507281,5.144005,5.258295,3.127041,5.800575,3.996306,4.658823,6.344802,3.318549
FMNL1,1.3412282,0.8550346,1.3000223,0.8500706,0.5562128,0.7001399,2.3422734,0.4701749,0.4736336,1.3105662,2.5025963,2.3093705,3.0980962,0.8262341,1.0485634,1.8055636,1.9978778,2.6904423,1.6625835,0.953436,1.5815575,1.5244918,0.4110969,1.3459961,0.573381,1.2751453,1.7906351,1.4389204,2.8971613,1.5858959,1.8517401,3.6604528,0.7017075,2.5432312,0.8701301,1.1332867
FMNL1-DT,1.636929,1.6630705,1.5461335,1.4659935,2.218185,3.308273,2.1692965,3.272225,2.552241,1.88017,2.5091715,2.4109205,2.7997465,2.5941345,3.141214,6.127386,0.974919,4.2590165,3.409695,4.129684,1.687343,1.598528,2.368215,1.9462625,1.935984,2.747655,1.6099025,1.7960745,1.0533925,1.4143705,2.0303395,2.661477,2.0381405,1.833439,3.704028,2.0410345
FMNL2,1.886906,0.672122,1.123593,1.586972,2.044351,2.485004,2.58703,1.402826,0.405959,14.346486,19.100412,20.078562,13.532446,0.829493,1.946957,0.622158,0.481301,1.661289,15.073579,12.54099,0.917589,0.366646,0.787974,0,0.595865,17.548891,17.168575,15.12449,0.808526,2.032357,3.472537,15.53079,0.624915,9.294185,14.782248,0.854585
FMNL3,4.9381115,6.5700125,2.511259,5.2571535,2.0099875,6.5711375,8.5715275,2.2563375,3.605725,5.4814855,1.560664,5.971402,3.5643165,4.884954,11.321736,3.2857975,3.152595,13.7513385,3.5864655,4.796804,2.140236,6.1972925,1.104963,1.8266585,2.128853,2.922965,2.0212185,2.953488,3.2993815,5.867225,2.2085915,2.2289765,5.1968495,0.901003,2.391274,2.267908
FN1,9.189489167,9.600395083,8.842157417,9.825555667,7.881159917,9.305520417,61.39856525,53.74147875,40.76240733,60.23555925,51.77133575,35.121828,19.39160292,12.49720442,18.44897917,18.3848265,19.29671075,20.37866583,46.89713,55.4379455,30.42775633,44.08457242,39.91755492,37.82690983,39.75701492,44.43087692,49.484806,33.05371758,35.81529608,33.54988808,35.39286942,29.36492017,27.04159983,19.71471833,28.7923235,23.63420917
FN3KRP,12.848372,13.365464,12.625696,13.202825,14.016199,13.299282,11.471573,11.171902,10.48062,10.258391,9.400721,9.340378,7.750105,8.233407,8.00475,8.357264,8.829143,8.869595,11.136731,11.09072,10.097816,10.436094,10.944784,10.544058,9.147218,9.550154,8.439584,9.62879,8.72149,9.653522,8.402288,7.599923,6.33126,6.901438,7.423548,7.256207
FNBP1,2.505553667,0.807489333,0.57288,1.226614,0.966787,1.201862333,2.167001333,2.213955333,2.182107,1.668154,0.365387333,0.924181,3.192256333,1.315985,2.299838,2.728181,1.897508667,2.247766,1.208411,1.856007333,0.446330333,1.158719333,1.441800667,3.282048333,0.351622667,1.819075667,2.825204,2.805199333,1.463926,0.529282333,2.993221333,2.795219667,3.390086667,2.062210667,2.850457667,2.591698333
FNBP1L,3.056607,2.940093,2.961705,3.141064,3.021094,3.328593,6.144439,6.936158,6.851439,7.115728,6.188463,6.993644,4.023505,3.553817,3.701612,3.774561,3.767782,3.415829,6.637645,6.496836,6.791847,6.993221,7.048173,6.765627,8.268976,7.944342,7.878225,7.404617,6.953992,8.228577,6.027267,6.342871,6.654158,6.06998,5.552288,6.254422
FNDC10,6.825235,6.553708,6.593989,7.080863,5.895662,6.32618,4.523583,5.234869,1.362516,5.278708,7.772535,6.796322,4.692086,4.338531,4.195193,4.784428,5.359225,5.251383,5.699871,6.023218,5.058097,5.397048,4.926133,5.810936,3.898856,3.839833,3.433163,4.575058,4.681744,4.159401,3.158253,3.980149,3.100951,3.555253,3.520049,3.492911
FNDC3A,4.996315,4.475338,4.755764667,4.868968667,3.314052,4.143860667,2.625520333,2.684172,2.516375333,2.443143,2.311508667,3.863151,3.711598,3.929793667,4.050177333,3.227176,3.688332667,3.618805667,4.842735667,4.747435,2.744610667,3.120999333,3.055178,3.349281667,4.159202333,3.977013667,3.374131,4.962014667,3.005652667,3.071410333,4.192740333,4.273576667,4.604077,3.367223333,5.104698333,3.579823
FNDC3B,5.4131435,4.056705,6.0054165,7.080365,9.8319015,5.8805715,7.774473,8.273526,5.782408,4.098469,5.495642,5.531102,10.0738365,5.2550545,6.1518835,7.421916,7.3111915,11.8955,6.3451305,4.4249405,6.251079,6.0807835,8.0544195,7.1928075,9.3199695,5.8157685,9.779609,10.588482,6.899849,6.6949365,6.487989,6.225024,15.6107905,9.462099,7.3423165,8.44815
FNIP1,4.5838425,4.2388415,4.9103385,4.614571,4.9440435,4.922032,2.9009515,2.696538,3.079279,3.006103,2.7474165,2.488799,3.433867,3.165819,3.076675,3.040994,3.183805,3.1885945,2.9516815,3.1508195,3.3469655,3.244375,3.0638795,3.345327,3.846771,3.431991,3.2815875,3.5836155,3.411703,3.6802525,3.567019,3.4716565,3.448728,3.729153,3.3691045,2.7396565
FNIP2,6.557539,20.0429945,4.3547355,9.105349,13.740519,13.889673,13.220413,11.7332275,13.7258385,21.644865,8.420743,6.4416695,14.575134,3.1374905,3.0212465,8.685748,1.838533,15.348054,16.4014525,10.354313,13.2930235,20.269595,12.693676,11.8248665,10.994371,10.858363,23.9677705,11.1291535,11.060297,11.5825205,10.553908,3.9871425,7.8700995,4.516197,13.4473575,12.917916
FNTA,6.121247333,2.58914,4.678429333,7.136151333,7.070655,4.527711,3.82967,6.198819667,6.386374,6.477770333,4.914384,6.761652667,3.775907333,3.197790333,5.130037333,5.18762,4.792066667,3.540355,5.098158,2.672555667,6.734506667,5.896659667,6.244383667,5.53184,5.346465,6.666950667,6.512253333,5.392388333,2.990986667,4.691645,4.848964667,5.855347667,7.794565333,5.376443333,5.670890667,5.399101667
FNTB,2.054664,1.0302695,3.338537,3.54829,3.4760425,3.113095,1.134924,3.0164565,2.881221,0,1.680784,0.3773545,1.185896,0.679178,2.5337865,1.9941845,0.0576235,2.171279,2.2541435,1.9948295,3.0124775,3.068145,2.0651795,1.2789965,1.6458305,2.354562,2.9309445,2.2833475,0,0.046749,2.7459915,0,0,0.123393,0,2.568547
FOLR3,0.160105,0.0979505,0.2670235,0.214219,0.1297465,0.2247,0.035281,0.187054,0.0521535,0.180106,0.078637,0.1976395,0.164742,0.2222175,0.0579745,0.1308155,0.0893015,0.3231605,0.121631,0.3226895,0.0632655,0.292956,0.0777795,0.0234675,0.08937,0.0555665,0.0757135,0.1099255,0.023263,0.0773115,0.324556,0.2036085,0.3125425,0.1749085,0.283052,0.2013885
FOS,2.06642175,1.95512975,2.092228125,2.096912625,1.96035675,1.899626875,4.919345,4.71722925,4.80864925,4.82302725,4.859323375,4.915834625,8.764857875,8.595207125,8.76425625,8.795836,9.03024825,9.0259215,5.116675375,4.844650875,4.94205125,4.931128625,4.90853975,5.14823875,7.15135075,7.600829,7.3295215,7.239398,7.331942375,7.149125625,10.79821113,10.74364738,10.57019913,10.27833925,11.02022538,10.54992763
FOSB,0.0003885,0.001437875,0.006059125,0.005154625,0.002896125,0.00523375,0.002793875,0.001337375,0.003314875,0.0002885,4.81E-05,0,0.003068875,0.00564575,0.0070895,0.000212,0.000741125,0.00053775,0.00015525,0.00056775,0,0.00440225,0.00538175,0.005560875,0,0.000907375,0.001509875,0.00228375,0.000766,0.00018875,0.00420725,0.005759375,0.000489,0.000561375,0,0.008498375
FOSL2,2.885461,2.788705333,2.961756667,1.766278333,2.850256333,2.789094333,3.736199,3.714142,5.731143333,3.013582,5.714916667,5.795863,5.405115333,7.248958,9.434699,6.457115,9.843650667,5.416572333,4.789018,3.676146333,3.769654667,4.302142333,4.899376333,4.208307333,4.25408,4.283831,7.186863333,5.378177,4.570257,5.747728,7.257312333,7.176381,7.756892,9.607896667,9.853310333,9.992157333
FOXJ2,5.143217,4.658473,5.476075,5.204652,5.232806,5.195566,5.302934,5.382675,5.432609,5.417721,4.734643,4.759867,4.837225,5.050137,5.445487,5.272066,5.138143,5.044368,5.477575,5.239211,4.589559,4.798524,6.014493,4.837822,5.37973,5.179945,5.422055,4.177841,5.129135,5.348701,5.609924,5.088511,5.50978,5.783265,5.207968,5.612296
FOXJ3,3.3678715,0.612026,1.8887885,4.491736,0.7740705,3.970026,2.842675,4.0094215,3.739459,2.1511055,3.4510425,3.642086,2.748514,3.733778,2.4092555,3.4936395,0.4515215,2.356651,2.862238,4.1487225,3.5527205,2.4628475,0.6756375,3.253049,2.4885535,3.1020045,3.9838395,2.599774,3.5228245,4.638029,1.7266195,3.0943225,2.73272,2.2265015,2.851736,2.603526
FOXK2,12.431326,11.557495,13.254675,12.165629,12.119421,11.932035,11.467644,11.026224,11.015133,11.103309,11.938519,11.893089,10.077077,10.380771,10.270779,10.207715,10.356995,10.51237,12.456062,11.876206,11.991166,12.200068,11.526126,12.105466,11.090644,11.37827,11.457253,11.337289,11.714314,10.657697,10.37132,10.0107,8.122852,9.114637,10.134156,9.756603
FOXN2,2.783488,2.898746,2.381978,1.951834,5.075399,2.595453,2.288704,1.182596,1.467765,0.767424,1.264848,0.513342,3.505684,1.864066,1.958559,2.134285,1.980853,2.661929,2.076659,1.420176,1.67482,2.511739,3.261735,2.229897,2.453654,1.666722,2.106463,1.484758,2.407068,2.55475,2.782198,2.40234,1.872133,2.029506,2.464158,2.103004
FOXN3,2.0710605,2.001289,4.942859,2.2064675,3.358097,3.945195,1.5610325,1.4621975,1.2280405,3.038362,1.7793735,1.746927,1.887323,2.092492,2.513116,1.484339,4.934878,4.890204,1.883629,1.619345,2.1537415,2.7389655,2.6260435,2.23675,2.248511,3.3688735,0.257126,0.701465,2.229472,1.622032,4.8794,0.9427215,2.941122,2.8572835,1.801807,5.0807765
FOXO1,1.833475,1.940148,1.667732,1.87501,2.170038,1.977101,1.482643,1.337488,1.343681,1.17948,1.092281,1.145026,1.721343,1.671874,1.65417,1.765983,1.86786,1.796236,1.363148,1.657998,1.593974,1.523104,1.378687,1.50401,1.481429,1.487091,1.456297,1.521415,1.278226,1.427934,1.432129,1.467137,1.439779,1.984471,1.713298,1.649284
FOXO3,5.187788,5.039046,5.186841,5.3991,5.048938,4.979394,4.190556,5.866108,3.802879,5.813485,2.97269,2.939863,7.711469,4.134813,6.517812,7.187497,7.286492,7.908841,5.829085,6.422424,4.798008,6.578177,5.916162,6.052864,0.917368,7.14825,6.738925,6.526737,6.957211,4.585969,8.556915,8.452769,8.899012,8.761172,8.634332,6.340341
FOXO4,2.991605,3.177084,3.211646,2.959678,3.271933,2.910581,3.503431,2.695999,2.925915,3.463289,3.057132,3.200304,5.554862,5.943029,5.320044,5.524737,5.56154,5.513954,4.065692,3.092943,3.796439,2.85319,3.571076,3.442976,3.807381,3.709919,3.836069,3.718978,3.460465,4.12696,5.390633,4.980014,5.066019,4.419457,4.850889,4.874037
FOXRED1,6.120504,4.519389,4.141778,4.346149,5.604567,4.172154,7.118208,9.76489,4.139609,5.619883,8.065395,5.229986,2.639563,3.408486,3.010763,6.04402,1.951725,3.025172,5.68444,7.550426,6.287405,5.8007,4.214762,6.245339,6.07938,3.070498,5.728433,2.888413,3.083558,5.373775,4.551067,2.781385,3.522685,1.271156,3.869808,3.381091
FPGS,3.048273333,2.652482333,3.406092333,1.133170667,0.974282333,2.203132,5.015521,4.484367,3.209691667,3.927591333,3.042187,3.666585333,4.002833,3.567032667,4.544842,2.280746,3.921122667,2.758481667,4.806845667,3.743634,1.279453,1.232507667,4.619951,4.869875333,1.124471667,3.873700667,2.719309333,2.753007,4.076872,2.605840667,2.034237333,3.034429667,1.161682667,3.687174333,1.829110667,5.022657
FPR1,3.318594,3.7829585,3.3484625,4.003424,3.4499785,3.5294725,6.9843805,7.086297,5.8258425,6.1967715,6.284861,6.978152,50.2750625,52.305156,50.3680005,51.2128955,49.0954915,48.601603,6.827137,6.4555055,7.255852,7.163883,6.8115485,6.7089665,18.4372415,19.225305,19.009126,18.988139,19.557058,19.0491955,63.1852595,64.491981,59.630294,58.603598,59.987728,64.18737
FPR2,0.2842415,0.41272,0.3786265,0.310498,0.1964665,0.2046865,0.5676525,0.7456995,0.1844175,0,0.4394535,0.4936315,6.797566,6.767413,6.725017,6.7925795,7.551811,7.0026455,0.344394,0.2840585,0.3105195,0.458815,0.5483805,0.4560085,1.0610975,1.226282,0.924627,0.332299,1.104752,0.33283,2.3910545,2.8822645,3.05413,3.9121615,2.007964,2.833624
FPR3,26.446228,27.597643,26.855442,28.081898,27.763666,27.376783,52.163208,53.331284,53.549377,53.422962,52.489708,53.800724,88.068634,87.903763,83.754684,82.543343,82.782158,84.828072,48.872208,47.771152,49.967903,49.710258,48.527225,48.368855,86.400093,83.981331,83.304634,82.547577,82.558289,84.850311,119.223053,119.787666,123.739815,120.945404,116.759888,118.039604
FRAT1,1.103289,1.100382,0.940546,1.053886,0.985895,1.263675,1.280181,1.487493,1.807615,1.594805,1.965574,2.271287,2.089177,2.69404,3.104643,2.465268,2.206584,2.584885,1.65606,1.689144,1.24686,1.608454,1.489808,1.726765,1.243678,1.343242,1.426068,1.691901,1.409349,1.403613,1.708845,1.881843,1.945246,2.083801,2.407918,2.053996
FRAT2,11.930742,11.717763,11.978877,11.130533,10.827014,10.275236,9.636379,9.561425,11.199331,9.103502,13.978899,13.42915,9.708247,9.725103,9.549373,9.938725,10.362757,9.648923,10.945427,10.49224,10.827334,10.652725,11.654675,10.459191,10.025169,10.045821,9.718014,10.036516,10.14824,9.682138,9.432009,9.837803,9.193033,9.227329,10.636955,10.215959
FRG1,38.876877,41.991943,39.816067,40.038223,43.475796,42.619591,29.185272,29.090935,29.073593,30.508709,29.173014,25.870131,22.194204,23.426369,22.385311,21.458965,23.285116,22.59539,32.0364,31.839403,33.340473,32.315971,32.577171,28.654097,27.369488,28.342178,28.375599,26.962164,27.745054,28.604216,22.113749,21.527277,25.313757,25.817953,22.208832,22.372381
FRMD8,4.660922,4.7758365,3.094486,3.6222195,2.360216,2.6660605,4.320183,4.6876015,3.1185195,2.8606445,6.121844,6.059915,4.9195975,4.964131,5.370053,5.1598435,2.872425,5.310887,4.304704,3.468533,0.9121355,0.7081855,3.6367025,5.0307245,0,4.698423,4.93931,3.4795015,3.214175,1.0228375,0.0265235,2.130542,0,3.974119,4.710749,2.431673
FRRS1,4.428859,4.352644,4.466088,3.679087,4.697896,3.260243,3.856201,3.723788,3.816963,3.781973,3.041357,2.810532,2.786811,2.680499,2.728386,2.990937,3.105581,2.716872,3.086891,3.760414,3.607916,2.880922,3.610189,3.877479,3.96309,3.421985,2.755768,3.697736,3.669063,4.064214,3.052724,2.852031,2.878724,3.336739,2.695076,3.037125
FSCN1,22.3524895,22.435801,21.9523155,22.879025,18.619667,18.831716,22.9783725,22.813425,22.545098,23.1665085,33.306978,33.2814995,11.216547,10.796138,11.299028,12.123528,11.7330095,11.70613,19.4800615,19.539402,16.8104435,16.4480295,21.237223,22.936597,12.891892,15.4234875,15.850948,15.399248,15.760443,12.2483305,8.2505605,8.81848,8.741943,8.735123,11.004815,10.682607
FTH1,2.459626,0,0.034387,0,0,0,0,0,0.132228333,0,0,0,4.124238333,0,0,0,0,0,0,0,0.025361667,0,0.163642,0,6.491752667,0,0,0,0.034364667,0.078857667,0.045216667,0.028823333,0.049958,0,0,0
FTH1P10,7.4191385,7.466454,7.325896,7.689426,7.72007,7.6545625,10.372278,8.6036065,9.4225795,9.4886,13.8727665,12.8926935,16.7995705,16.141191,13.9117085,14.1272805,15.4729155,14.0997595,11.9849635,10.680854,10.097227,10.1163855,9.3843515,7.7770795,5.282996,11.8887295,11.169402,10.419353,9.346791,12.0539265,15.887337,14.78094,12.988264,12.3030195,13.938125,13.1393145
FTH1P11,4.771159,4.0543,4.750696,4.00326,5.667762,4.266199,12.073501,8.045046,9.986444,8.735304,6.73285,6.087444,15.63404,12.290641,14.88407,12.851064,15.484108,11.960927,8.992937,7.709898,11.762504,8.196358,10.655475,9.543042,7.818511,8.885671,6.901693,10.411687,8.943016,10.215801,13.803693,10.828675,19.800392,12.873236,16.588478,13.382499
FTH1P2,2.204232,1.549212,2.350282,2.133307,2.93402,2.367983,4.063081,4.07058,4.299064,3.845246,4.265259,1.92497,4.964857,5.745971,7.536952,5.294261,5.199664,4.583802,5.079956,3.816454,3.976991,4.302187,3.823341,3.377438,3.744967,3.337877,3.044171,3.780946,4.182507,3.815616,5.320902,5.900422,7.769973,6.550875,7.541443,6.334025
FTH1P20,1.153233,4.085217,4.261647,0.081121,0.374817,4.16918,1.227946,6.328392,4.405483,0.986589,0.104956,0.100895,10.083323,1.831589,2.905891,2.854667,9.979907,0.947061,6.490392,6.429118,7.913499,6.469997,0.733989,6.699021,6.833433,0.294791,0.990607,6.80107,1.005684,6.974148,10.10193,8.330926,12.235081,10.266541,2.31614,1.511772
FTH1P7,12.5704,12.907514,12.256987,12.709882,12.983326,12.189932,17.345379,17.324314,18.977217,17.005503,19.938612,20.225563,29.561861,29.43758,27.208513,24.886721,27.972565,23.540184,18.407711,19.201525,19.227806,18.085018,15.220898,15.275727,18.033283,19.523565,18.026585,18.477335,16.949518,19.29166,26.909239,25.720629,25.351648,22.66501,27.966431,22.58416
FTH1P8,7.595406,6.18052,6.747041,6.244743,6.415077,6.391101,6.512767,8.782413,11.977365,10.523558,9.580505,8.802418,19.390562,8.276462,13.790071,13.770792,9.940004,14.388966,10.052221,9.2423,6.633751,5.008143,10.304407,7.442354,6.968735,7.206842,6.638885,9.149149,8.486369,11.288373,8.584746,12.941382,15.108363,12.995922,9.02092,13.796791
FTL,12083.96777,12110.26953,12347.04102,12421.92969,11946.53613,11977.58789,15836.90918,15820.71094,15819.82715,15834.3125,14641.37695,14594.24902,17666.34375,17696.36914,18838.30859,18781.74609,18112.59375,18046.62695,16624.24805,16644.71875,15943.15625,15991.96191,15612.25098,15687.86328,16066.92871,16685.6582,16722.52148,17193.73438,17103.61523,16044.36426,19068.74023,19092.61328,16708.36133,16760.83789,18219.68945,18204.96094
FTLP3,18.159922,15.235538,17.973003,16.947823,17.196987,15.486848,24.582125,19.84709,25.53134,23.291412,24.77174,16.993786,28.873549,25.877375,29.771683,22.034958,28.296198,24.685606,26.939642,20.441254,28.670321,21.6929,27.7316,21.793884,22.277418,25.865782,21.213963,25.284769,22.886126,27.361364,30.339781,24.878206,27.290722,22.865808,34.440414,25.972488
FTSJ1,5.2022185,4.4144975,4.902952,5.0326035,1.682314,2.0485765,4.5112045,3.447664,5.963688,5.986734,6.1677805,4.9093285,3.917872,4.148676,3.931195,3.7918495,2.2007665,3.0198875,4.4552795,6.0678275,6.651313,6.942587,5.2405315,6.1033295,5.6215725,3.065237,5.870356,3.029487,5.7904535,4.349332,4.436438,4.3972835,3.1917115,1.956807,3.773347,4.6410185
FTSJ3,9.103607,6.758238,8.938148,12.185598,9.803989,7.96869,8.29804,1.975225,11.721459,12.763674,9.268147,12.604601,9.925534,5.08431,9.469071,2.850454,8.792498,5.281394,12.647592,13.585806,10.256798,9.235001,6.611469,4.851053,9.669885,0.553359,11.579382,5.459763,12.042697,7.798178,11.099777,11.234424,9.729126,9.377439,3.672282,10.813006
FUBP3,8.618507,8.876505,10.420753,8.406126,10.65239,11.713755,5.133367,10.320007,9.500795,8.298211,8.704746,9.371222,9.591804,8.550852,8.067283,9.996439,11.228149,8.658635,10.743571,12.015514,6.168142,9.99351,13.22268,9.064909,11.602986,12.202837,9.850151,11.081717,11.287664,10.99667,8.336909,10.983529,14.412871,12.524652,10.977074,13.932686
FUCA1,37.992363,38.383862,39.945477,39.639492,39.936996,39.38348,54.657444,56.894897,57.594116,57.160049,66.883278,65.864388,127.696854,126.318924,122.909241,124.233879,123.682205,120.878197,62.217087,62.223015,62.877941,63.602894,64.05677,65.165848,128.534317,124.031799,119.825264,123.992722,123.378662,127.034935,199.339066,204.911499,227.288055,224.990921,215.375717,219.362106
FUCA2,50.178673,51.216339,52.272194,53.897419,53.010426,54.934227,50.946178,50.753857,52.490162,53.746517,64.968857,64.813171,42.81477,42.798405,44.84621,43.060963,40.97287,42.404598,52.260124,52.845379,50.911392,49.846786,51.394886,52.83654,56.100761,54.421482,53.965973,51.830467,52.228008,55.780834,44.745758,45.275394,49.138519,50.539436,45.186527,46.156681
FUNDC1,6.900449,7.14455,6.952137,6.90903,6.795451,6.74038,6.787949,6.674885,7.028905,6.945404,7.305843,7.952555,6.500698,5.947996,5.908163,6.858399,6.312159,5.677997,7.036613,7.057718,6.46672,8.643847,7.048026,7.270449,7.373507,6.48002,6.97607,7.675799,8.556088,8.006846,6.180084,6.905753,7.207723,7.225715,6.750828,6.214753
FUOM,5.1827225,5.9095595,5.114509,5.65530225,5.14945375,4.4331865,5.51364325,4.095466,5.4257905,4.68933925,4.77080975,4.93700475,4.119963,4.323057,2.73544575,4.81461725,4.74125925,5.15255675,6.141288,5.9980335,4.47324,5.2299055,4.6803445,3.8071595,3.388305,4.51379175,4.02753525,3.91248,3.52230725,3.310603,2.825866,3.012072,2.113586,3.3103515,4.09325925,4.01928375
FURIN,16.73709871,16.55227671,16.770764,17.154787,15.19137614,15.33240214,13.675551,13.689027,13.00956643,13.00687171,13.469027,13.41610514,16.50076943,16.09784843,17.42021871,17.24313014,17.05269257,17.23874671,12.89828129,12.81668857,11.98933429,11.97380186,12.340384,12.31352586,11.41855171,12.38818457,11.959182,12.38846657,12.75627657,11.40958929,12.61779871,12.47660057,10.79344786,10.63430829,12.55027986,12.65604986
FUS,6.22113225,6.05941425,6.0591645,6.18294425,5.9329725,6.3937925,5.44020275,5.90700775,5.42348075,4.904086,5.74990875,5.54890875,4.650366,4.18413925,4.51424825,4.2334195,4.236463,3.99826275,6.28003725,6.0260655,4.8834705,4.357917,3.14969025,4.15670075,5.05151525,4.39272925,2.99425725,6.518936,5.647329,5.601914,4.77094675,3.976328,2.940322,3.54739775,4.01799525,3.983232
FUT4,5.766824,5.743268,5.72138,5.342678,5.302883,5.195712,6.214424,6.030717,5.450995,6.114066,8.15634,8.130735,3.590918,4.581833,3.988023,4.271799,4.723488,3.989946,6.075852,4.888911,5.199625,5.457596,5.946837,6.335423,5.356182,5.415492,5.468032,4.011719,5.161573,5.612013,2.96263,3.607028,4.014806,3.563814,2.822206,3.944072
FUT7,0.835984,0.933212,1.093132,0.545219,1.194772,0,1.701825,1.531599,1.969363,1.510728,2.494845,3.097003,2.059964,1.406683,1.664131,2.532718,1.580219,2.046238,1.841558,1.153285,0.981492,1.261608,1.471283,1.560514,1.234339,1.731526,1.542075,2.07056,1.891738,1.888765,0,1.510303,1.848219,1.626812,1.652734,1.578972
FUT8,2.849638,2.523532,2.573919,2.568617,3.065467,2.078982,2.108726,2.188859,5.055676,4.176762,4.786599,4.605843,4.471342,4.790413,3.980817,3.86785,4.460467,4.222411,2.616028,5.25224,2.437336,1.909638,5.478501,5.030951,2.643343,3.29583,2.777388,5.112941,5.304091,3.396268,5.645623,5.119386,4.976375,5.852352,5.788296,2.755639
FXR2,11.577771,11.451885,11.17425,13.688218,5.770253,10.437408,0,11.084802,0,11.292099,3.582613,0,11.182478,6.573059,4.942006,9.244511,0,9.167169,11.83599,0,0,0,0,8.767434,0,0,11.32369,11.578389,12.499117,12.077014,0,10.39914,0,0,9.664052,0
