gene_name,gmcsf_1,gmcsf_2,gmcsf_3,gmcsf_4,gmcsf_5,gmcsf_6,mcf7_1,mcf7_2,mcf7_3,mcf7_4,mcf7_5,mcf7_6,mda231_1,mda231_2,mda231_3,mda231_4,mda231_5,mda231_6,t47d_1,t47d_2,t47d_3,t47d_4,t47d_5,t47d_6,uivc1_1,uivc1_2,uivc1_3,uivc1_4,uivc1_5,uivc1_6,uivc4_1,uivc4_2,uivc4_3,uivc4_4,uivc4_5,uivc4_6
FXYD5,18.90525063,18.71340063,19.52973988,19.75974963,18.73501425,17.60556625,18.33531888,18.25604275,17.80212563,17.8163405,14.47723313,14.93920875,14.3765645,14.73080563,15.27325863,15.8115215,14.50442888,14.34212088,19.89564775,19.99703388,19.377743,19.764871,19.39598275,18.67951463,16.11480388,15.78049425,15.44641088,18.3391185,18.4760555,15.67263225,16.015766,15.43561175,13.14468388,13.6657015,15.29709863,14.97622313
FXYD6,0,0,0,0,0,0,4.954964,1.264008,0.927047,1.873686,0.731268,0,0,0,0.226831,0,0,0.708543,2.081746,0,1.043914,0,1.008292,0.766987,0.304615,0,1.394062,2.535125,0,1.034771,0,3.626369,0.358249,0,1.07982,0
FYB1,5.3269885,5.1551165,3.88666975,3.395856,5.8916165,9.04859425,8.6756515,5.03859175,3.3183225,7.704658,6.2214815,7.34454425,4.47830475,6.0602455,3.62277475,7.891339,2.735173,4.6716055,4.77411025,5.87189475,4.20859525,8.3443935,5.266411,9.14584825,7.28880675,5.7516745,4.4953585,7.436447,2.98579975,6.40338275,5.896482,3.10125875,2.82769125,4.32377725,3.3583555,5.47192275
FYCO1,6.545842,5.041356,6.434731,5.068026,4.962091,5.645028,4.987915,5.014904,7.250385,5.991455,6.258436,1.43736,4.75588,4.299891,3.510948,3.560615,4.014064,3.132792,4.105857,3.748304,5.363712,3.480493,4.877921,4.232395,5.005507,3.39854,3.060932,3.400568,4.596251,4.748378,4.13434,4.022945,4.196806,3.346832,4.22639,4.21941
FYN,0.6572845,0.787206,1.2303875,1.563346,1.130142,1.0062545,1.1576225,2.2256095,1.5904285,1.656895,0.9299635,1.9302735,1.651685,1.578907,2.709291,2.4232195,1.334356,1.7195035,1.67115,1.6603505,2.629061,1.640986,1.3666415,3.7695405,2.2900225,1.151793,2.0785675,2.274362,1.9129235,2.256221,1.225952,1.3942645,1.205245,1.5781045,1.735347,3.5573095
FYTTD1,9.1286645,9.024082,8.904199,8.5991545,9.6846985,9.8218845,7.5731145,7.757117,7.2035335,7.1334825,7.1419385,7.38294,6.052326,6.211327,5.769141,5.807068,6.213115,6.2390945,7.0224525,7.338439,7.157951,7.1717455,7.459261,7.0524735,7.794963,7.291824,7.280165,6.937871,7.0031505,8.3575635,6.4920455,5.8139665,7.1993065,7.0399215,5.330587,6.305754
FZD2,0.236618,0.283903,0.342686,0.219807,0.162897,0.199561,0.552078,0.435658,0.373246,0.475012,0.615508,0.626886,0.721353,0.792662,0.798261,0.641647,0.950868,0.827672,0.44972,0.507817,0.45337,0.374339,0.532802,0.441511,0.60329,0.746112,0.701747,0.773541,0.688785,0.780152,1.177774,1.287339,1.32325,1.397517,1.043536,1.322191
FZR1,2.8534115,1.83157,1.151199,2.6330585,2.2569305,1.6681595,2.747139,2.9869745,2.0245295,3.1553715,2.610436,2.8353595,0.6469815,2.2793905,1.2315845,1.046742,1.350824,2.1014215,1.9113785,2.6386045,1.441862,2.864136,1.660347,2.0781325,1.8440305,1.2046135,1.3438685,1.150114,2.19343,2.1582125,2.81629,1.862171,2.075755,1.2787485,1.10113,2.034396
G0S2,1.089402,1.00254,1.002928,0.985699,0.61937,0.313558,5.61607,7.424427,5.524574,6.365597,7.235271,6.363534,29.454111,29.273159,43.81937,46.825718,43.879543,29.736254,5.457694,5.321643,3.16472,3.051158,6.997549,6.168064,18.550014,23.602762,22.678476,21.980154,25.553608,15.969224,20.315783,36.86454,30.273045,28.934967,53.847054,37.873661
G3BP1,1.7409789,3.1704933,2.6544578,2.675814,1.7221497,1.5861162,2.1193969,2.2626529,1.8968275,3.2177764,3.1888571,1.9540247,1.8020239,1.6789049,2.3223597,3.5960406,1.6340455,1.9590661,2.2352462,3.1444664,2.51023,5.0315919,2.4669873,2.2823445,4.737202,5.792142,2.750631,2.1945268,2.2679122,3.2928035,1.8066154,2.0450075,3.9810942,2.5777406,4.4116483,2.3663081
G3BP2,3.525508714,3.274530714,3.623974143,3.031366571,3.454193,2.679199571,2.345739143,3.8951945,3.189761143,3.116068714,2.554447714,2.866715786,3.815984857,3.063887429,2.4311125,3.305946786,1.979144643,3.9159015,3.272545643,4.014423214,3.627843929,3.990812857,2.664670714,3.410597714,4.096059143,3.197412571,2.798540929,3.546958429,4.001818286,3.432683286,3.077953071,3.206081857,3.393997,3.342967857,4.381807,3.119369929
G6PC3,7.375613333,7.261471333,8.113079,7.541592333,6.964265667,7.412654667,9.184437667,9.075073333,8.092804,8.891137667,9.157817333,8.643126,7.735283667,7.950794333,8.526474,8.323165,8.358256,8.500068,9.472424333,8.95395,8.943400333,8.414268333,9.275727333,8.289703333,8.488569667,7.962226667,8.849703667,9.11995,9.315411667,8.228035667,7.878926333,8.119074667,7.385880667,7.462716,7.55271,8.203029333
G6PD,30.349902,21.05073333,33.77459967,21.68114033,31.93210467,27.74734733,44.95166,32.38207633,27.79343533,25.97434433,20.327551,31.32754767,34.219723,32.670756,33.59085833,33.467392,33.85495633,20.88458433,29.13363833,47.86116533,34.143324,34.18713467,37.884758,26.95999867,30.91794333,29.319874,31.61954733,26.53439267,26.46161033,23.90703567,23.00689133,27.93974167,21.13826633,21.16877033,14.57870733,24.48073067
GAA,5.276976833,4.072422333,3.1637905,3.723326167,3.709878,4.632185167,4.781376167,5.8102365,4.714886167,3.522006167,5.103558167,4.6456295,10.23284133,4.536367667,6.4296785,8.014890667,9.3683215,10.641377,3.499499667,3.893668,5.5833585,6.7098145,4.319769,5.883116,5.431722167,3.261835333,6.999529333,4.879111667,4.417548333,2.6489065,6.8203015,5.990379833,4.9673565,6.681428333,4.476796667,6.3998675
GAB2,0.150507,0.057987,0.018222,0.096763,0.365081,0.105609,0.161846,0.145626,0.378048,0.090851,0.127085,0.2495,0.264604,0.243452,0.211454,0.068431,1.503131,0.177542,0.547517,0.097186,0.124316,0.155701,5.482786,0.205506,0.174099,0.493992,3.131845,0.044592,0.275567,5.394555,0.224258,1.034104,1.979224,1.176105,0.163988,0.048387
GAB3,1.4865155,1.5609115,1.689592,1.267788,1.6264315,1.334364,1.390948,1.4601765,1.6313805,1.7293705,1.0038175,1.7379845,1.9043605,2.244716,2.2835805,2.02064,2.1460035,2.3440035,1.9572275,1.892426,1.8206775,1.809222,1.713922,1.733366,2.0995765,2.0188035,1.877598,1.4753365,2.1209365,2.45663,2.732035,2.715084,2.439298,2.324226,2.6739265,2.8333465
GABARAP,20.028494,33.389001,37.1748995,15.84804425,24.71666175,46.64013975,36.3348645,38.5122005,20.54535475,38.3506145,38.17487325,22.451317,22.24228525,22.39430425,46.5733105,44.89274425,43.05521825,20.52258125,22.3907315,40.24817675,31.663368,36.68352525,20.30091475,21.08387425,19.9334375,28.36958225,21.22989475,28.53969625,18.38403075,40.018481,43.76285225,41.8367575,43.89151025,54.88773225,41.82289325,46.440328
GABARAPL1,5.198192,4.5794095,4.9949685,3.44093625,4.698386,4.06048525,4.74888625,3.397935,6.25705225,4.3676815,4.32313375,6.8376035,6.92609525,8.4009485,13.7580015,8.2052975,11.52954425,8.39752575,7.128559,5.3643895,7.64036175,4.64749675,8.05245725,5.22284925,7.69035725,6.93398325,7.271913,3.369891,7.53290275,7.05001,10.85096475,9.67198875,8.687786,8.90751375,9.34866525,8.32761225
GABARAPL2,34.592351,32.458377,35.108389,34.324327,33.289854,35.3255405,32.5748365,33.463555,33.5599245,33.8879855,32.9689675,32.43555,34.933155,35.6994385,34.617001,34.8240175,35.859578,35.509538,36.224315,35.269788,33.938281,33.930315,35.269911,37.05452,38.8832435,35.013556,37.9848995,35.438778,36.025192,37.328265,32.8465045,30.958139,35.0695305,36.964501,32.166772,32.9482315
GABPA,0.4540865,3.320131,4.2551185,1.091189,0.2034865,5.384402,1.271149,2.125524,4.0626445,0.842944,0.339588,1.881654,4.0200185,0.7436775,1.708314,1.782196,1.060607,4.005003,2.638928,3.224643,2.675904,2.393487,2.254742,3.164883,0.406734,1.7388585,5.052821,0.6205985,3.8709465,3.9089535,3.599664,4.6145555,0.4889645,5.509848,0.684645,0.2247085
GADD45B,0.811255333,0.864466,1.091261,0.84549,0.897196,0.933259,1.546356,1.536816,1.474512,1.707013,1.702338333,1.780566333,1.76968,2.083877667,2.222506667,1.854956333,1.787444,1.780807667,1.628871667,1.512818667,1.293532,1.245079,1.329449667,1.425867333,1.143581333,1.387181,1.542408,1.508879,1.536302333,1.185603667,1.747222667,1.837741333,1.536972667,1.622400333,1.725909,1.634954
GADD45GIP1,5.16537,6.634511,6.159941,5.568202,5.282216,5.203613,8.517817,9.329807,6.551667,6.878141,19.714443,18.963175,6.53084,6.62039,7.544967,7.274383,7.052947,6.85644,8.09304,7.252874,7.081224,7.200705,8.443327,8.255774,8.00417,7.525397,7.333715,9.402193,7.918927,7.353396,5.390225,6.088899,6.603001,6.879947,6.783548,6.566008
GAK,9.2181875,1.701865,5.649364,5.50815,6.532418,3.171335,3.9343035,8.330716,9.574334,11.7459925,6.94395,6.15064,5.847631,10.8011885,7.577508,7.934486,9.6719635,6.200421,8.8229695,7.5243955,8.1800125,7.5724805,10.045007,8.620778,2.9342905,6.6989585,5.01702,6.4837805,7.3074165,6.759408,6.9878225,5.117317,2.3838195,2.901036,5.923753,4.8474555
GAL,29.828722,32.534039,31.471107,30.758581,28.490709,26.758862,121.646736,123.265419,116.522163,116.343666,194.590195,186.589203,53.430725,54.408195,62.765583,66.474159,58.823723,58.858177,92.491531,101.261078,91.06662,90.723778,110.31852,111.35128,81.583763,90.097992,89.546898,93.77993,103.163322,82.991196,45.375736,47.165676,51.315876,53.78437,57.693325,57.874252
GAL3ST4,0,0.180023,0.240999,0,0,0.164951,0.518308,0.111069,1.49488,1.976035,0.109855,1.71479,2.589126,2.431719,2.966144,1.488899,2.844103,2.332156,1.95117,1.749535,1.918756,1.35761,1.628515,1.618029,4.505331,4.308067,5.030491,2.431624,3.878394,5.15474,8.267476,7.373042,5.547212,4.788751,7.868972,5.451291
GALC,16.72176,15.652264,16.634939,15.492872,16.17495,17.430567,17.921907,17.759607,18.199591,17.729059,18.803181,17.637831,30.039669,29.792105,28.274567,28.05928,29.564957,30.834471,17.654726,17.933086,19.044981,19.481001,14.851632,19.49371,25.93384,25.177652,24.261177,22.403162,24.041414,26.484688,33.125553,35.430729,39.513477,40.041023,35.730091,37.247883
GALE,9.03426,8.499483,8.661272,6.72412,9.580785,9.508495,7.581878,7.7860305,8.0931655,8.589085,7.624011,8.4591285,4.5054515,6.409437,6.056565,7.405745,4.998371,6.9950365,8.6702745,9.869608,5.7808595,7.9356795,6.726294,9.132775,6.511713,5.8501295,7.3393885,6.2705035,7.2807125,6.0066995,5.1026825,5.201646,4.3173925,4.9519655,5.779489,5.5733515
GALK1,7.653062,7.429083,6.7032525,6.3309535,5.544816,5.2120155,5.8210145,6.8801235,5.705792,5.86361,10.005027,9.9726185,1.321915,3.937677,4.994826,4.796938,4.477795,4.699274,5.60226,6.1780285,5.3923105,4.9317245,6.553616,6.487576,4.3979295,5.530958,5.2248475,6.0406605,5.010642,4.26137,3.2830915,3.4139555,4.0519305,3.6567545,4.372508,4.1974665
GALM,55.99099,56.649059,58.648766,60.541584,58.183643,57.491154,53.715618,54.213531,55.009583,53.674122,54.214481,55.419907,35.098213,33.227512,32.789707,31.462864,30.758131,30.869577,55.439465,56.554939,57.153912,55.971981,56.911457,56.02824,49.857494,51.506405,50.462997,50.948761,50.542698,48.969776,39.914993,41.584541,39.588959,40.272011,39.243645,39.776855
GALNS,9.407708,6.5901275,4.7566445,5.0716875,3.798312,4.673055,4.526458,5.879924,3.156295,3.1571395,10.3321985,4.827726,8.3790825,5.982664,11.674652,3.7533805,12.333253,5.799221,11.299846,3.8304665,6.0606275,6.135515,7.587418,6.6349675,9.863317,11.514932,4.711679,7.7079875,6.9037335,6.4447955,9.4328585,6.483159,4.619823,8.926945,2.5599295,6.5070415
GALNT1,10.590998,8.7660035,6.9397115,14.686428,15.6090525,8.1033005,4.0397375,5.4058365,9.2709775,9.147606,7.2718695,7.5498595,9.612342,5.799785,7.916207,8.306363,6.270169,8.8013835,5.641261,5.7519225,9.4727145,9.16226,8.886377,9.6272955,10.509032,11.359048,6.570848,10.267851,7.1219475,8.6720125,9.8351685,5.781981,9.811955,7.5197015,8.3094215,6.9658665
GALNT10,2.632459,2.7874935,2.0399995,2.905979,1.7071755,3.1160545,1.830883,1.964619,2.063036,2.029206,1.835133,1.856137,2.032774,2.309045,2.201648,2.0718075,2.0672485,2.2257865,0,1.980031,0.1381875,2.2405855,2.0161,0.0083425,2.2863505,2.404337,2.3179085,1.828994,0,0,2.4650125,0,2.355433,2.37288,2.1186775,2.2897815
GALNT11,3.637517,3.981775,9.369129,2.45101,3.226846,3.404594,2.147048,2.508975,3.209983,3.060924,7.560076,6.561362,3.685374,4.768348,4.06809,5.206413,4.385057,3.499739,2.434493,2.017104,3.75576,3.642284,2.01563,4.964599,4.658457,2.665765,4.149374,4.415548,7.039547,2.661558,3.238102,4.29474,3.886552,3.558492,3.981568,6.08059
GALNT12,7.005687,20.078028,17.184589,20.389376,24.384987,19.906967,16.510868,17.557737,17.26582,16.427959,16.171831,32.253269,9.883622,10.760605,18.356363,24.967161,19.937138,10.842028,41.571953,14.50237,17.115589,18.251099,18.221973,15.133766,14.02715,22.707758,13.116205,13.021877,12.629671,14.046171,10.336324,19.654148,12.472733,13.238324,13.414003,12.663455
GALNT2,16.945871,24.709608,19.097082,25.329981,23.352192,24.069342,20.693325,21.307713,21.576889,19.876873,20.91082,21.880167,26.589602,21.602989,26.884794,26.632675,27.480721,28.098253,22.207344,22.822266,22.101118,20.600491,22.795876,22.421562,20.776264,19.667486,21.694355,22.12907,21.73954,22.853518,25.58485,25.515614,22.176788,22.514738,24.344913,23.902863
GALNT6,0.08925,0.168743,5.374153,0.081413,7.812292,0.084448,7.251591,0.076826,5.147692,5.958935,0.088188,0.150315,3.928245,0.117488,0.057597,0.063704,0.08781,0.034667,0.098668,0.110364,0.107103,7.088376,0.081118,18.426533,0.073211,0.33447,5.67481,6.6694,0.054633,0.135468,0.061117,6.684194,0.018397,0.153766,0.120204,0.073837
GALNT7,14.872166,12.403677,14.103975,13.957409,15.738797,16.124556,7.289517,12.135637,11.071993,11.441766,7.266123,10.138546,0,10.31622,8.327435,6.885767,9.587036,10.358236,7.409501,9.022668,12.220665,9.827817,13.080173,8.478556,9.792793,11.747814,11.307123,12.811833,10.992375,12.078582,9.754604,10.020104,7.441229,9.499855,10.913831,9.54604
GANAB,9.8008334,9.7024516,10.1496386,9.9819274,9.9376686,9.7840254,13.4063788,13.1925976,13.2341896,12.9204844,10.8075402,11.0598738,13.7596042,13.8789756,13.9899676,14.0907324,13.9717204,13.5070264,13.6221688,13.5311874,13.6302176,13.4029472,13.0030816,13.282444,14.366868,14.8315546,14.7027334,14.833696,15.2610152,14.4888332,15.3706782,15.2254916,14.2242152,14.4139336,14.3694136,14.1463392
GAPDH,125.2458364,125.3188882,127.8382677,128.4815711,126.2351726,127.6195134,205.5615546,206.0015533,196.2343582,198.8427525,173.5648175,173.6629965,171.5898565,170.6541425,173.2957344,175.7001224,169.8338901,169.96873,207.4473969,210.1067544,211.9545245,211.4677962,196.9828447,203.0875019,202.8770527,213.3123744,207.2025702,217.2704291,220.0979808,197.3351461,218.3855884,218.1710182,191.9611128,191.4190761,209.3823094,211.1780422
GAPLINC,4.554477667,4.462669667,5.723554667,4.636473,6.634392,5.411620333,3.709519,4.179506667,4.440289667,3.721647667,3.883799,3.219388333,3.885948333,2.615564333,3.399030667,3.609626,3.276736333,3.214502667,3.469021667,4.022902333,3.663253,3.621280667,3.861623,3.206170667,3.862184,3.632483,3.601434,4.336012667,4.893465667,3.163437667,4.261471,3.599173667,4.13618,3.669916,4.339810667,3.508884667
GAPT,0.368153,0.45456725,0.48187425,0.4431475,0.439795,0.42641975,0.18784025,0.280375,0.33967825,0.28227525,0.254494,0.4157715,0.28521,0.31783975,0.32267,0.16717575,0.32819825,0.28919925,0.295113,0.2753445,0.31661675,0.20362,0.31431175,0.32503125,0.26089875,0.4543865,0.36041775,0.34376575,0.39605025,0.3540755,0.366704,0.383327,0.55291025,0.58432225,0.51231275,0.34014625
GAR1,3.4766155,3.2902965,2.98778,3.108325,3.4837455,2.954176,4.1649065,4.06516,3.0426825,3.605667,2.264239,2.1270915,2.799135,2.5956705,2.6644255,2.1814695,2.211304,2.4122775,3.9066105,3.5253955,3.643411,4.1329245,4.0436345,3.985621,3.385197,4.0179035,3.4676985,3.9799875,3.296316,3.7043815,2.777481,3.2565675,2.824375,3.243818,3.103847,2.729648
GARS1,2.0082246,3.538313867,2.564006933,3.288439067,3.795551267,3.256704867,2.7159478,3.646627467,3.051338067,2.7000896,3.767692467,2.878229533,2.327178267,2.284428533,2.303236733,1.988868533,1.981500467,2.9559908,3.3503312,3.125260267,3.280519267,3.561465133,3.931356333,2.956172267,4.314050933,2.9932766,3.765332867,3.3831666,2.622246933,3.2222636,2.0596756,2.4139598,3.256188667,1.782475933,1.590873733,2.778771
GART,6.7490635,1.818095,2.2213925,2.187587,8.377397,1.600038,4.577144,4.161376,6.727604,4.903117,5.9633155,9.646191,2.6624395,3.691105,2.7812885,2.2835905,2.0443945,3.8183875,3.727779,4.9024035,2.8846615,4.5496435,6.379936,5.35298,2.528042,2.955751,3.590542,7.35473,3.0318085,4.103145,1.8449055,2.4272875,4.7032405,2.978013,4.7831015,7.882307
GAS2L1,3.2326405,2.8632785,3.318882,2.34593,1.503813,2.298292,3.4138825,3.183941,3.725582,3.472891,1.1216765,4.805336,2.901007,3.3565415,3.303859,2.666731,3.1595335,3.2603155,3.322502,2.6764725,2.842442,2.924585,4.012625,3.5699175,2.2304495,3.1791325,2.42119,2.8373485,3.1621885,2.4035045,2.062356,1.822489,2.283172,1.979864,2.7230015,2.8869
GAS5,0.803703833,1.4004405,0.514873333,0.922980667,1.438665667,0.828212,1.456572,2.375591167,1.9747745,1.956275333,1.2651145,1.419378167,1.992738833,1.454133667,1.168515833,1.910371333,1.118004833,1.983422833,2.1724405,1.4458685,2.384080333,1.750313833,1.391236333,1.660108667,2.4821765,1.683570167,1.918082167,2.357125833,1.727728333,2.831255667,2.189377833,1.747196167,1.5539445,3.182794333,2.648243167,2.036432
GAS7,4.0559505,6.287346,4.118829,4.890973,6.694329,9.772106,3.974334,5.9789585,6.4516635,5.881477,5.768256,6.9138825,3.3136155,3.748514,4.942041,4.021588,5.1693345,5.125285,3.9277195,4.8008365,5.569012,6.1146815,4.841314,5.179816,2.5732545,5.7140805,5.401015,5.923123,5.943235,6.3412185,3.550233,6.107217,4.1295505,5.609862,5.571782,4.2399755
GASK1B,20.2582615,23.4602655,28.0301025,24.9303075,28.8919915,23.3681485,26.4307225,25.1621095,23.6123545,24.173151,14.2231295,25.764076,19.1354595,17.6778105,17.4135595,27.2719585,22.9234795,24.659343,26.538466,20.4596355,15.7678235,27.766756,13.86751,15.413419,24.502103,33.7336485,35.6942645,26.065876,34.2770085,14.8962265,13.5033705,23.12448,42.7654245,30.1067725,12.7392995,21.297302
GATAD1,2.301834,8.407335,4.431351,0.45107,5.635499,5.134198,4.135736,1.575386,4.407478,5.234846,9.084133,7.916701,4.238149,5.0255,1.665834,4.120283,1.457834,5.86535,1.714336,6.999212,5.580596,5.991215,4.39743,1.000508,8.2406,6.532984,8.094137,5.542859,1.193745,7.732212,0.742592,7.377139,7.500261,7.396231,4.922227,2.755678
GATAD2A,1.542302,3.630923,1.094874,2.396853,1.007992,2.601552,4.715686,1.96825,1.575208,7.175073,0.954754,1.179091,2.410476,1.914068,0.602199,0.766346,6.468542,1.086533,1.68416,2.969743,2.438807,2.827735,4.364508,0.197716,4.071211,3.198886,1.695356,1.56673,1.198557,4.279689,3.425546,1.882184,4.88627,2.192333,1.628377,1.222654
GATAD2B,1.255113,1.358532,1.663495,4.273699,1.98995,1.369829,1.598969,4.339401,1.369836,1.245316,2.996308,0.729232,1.121954,1.651835,1.526111,1.710274,1.495154,4.123709,1.94543,2.058572,2.634561,1.839501,1.597161,1.740298,1.772735,1.30954,4.080555,1.471268,1.657107,1.837978,1.811769,1.538555,1.60167,1.349087,1.90032,1.364334
GATB,4.646153333,4.750108,4.608466,5.007075333,4.689170667,4.692525667,4.78261,4.666413667,5.042408667,3.779311667,3.390271,4.978791,3.137163,2.969747667,2.352101667,3.081607333,3.065499333,2.681762667,4.420924667,4.259978333,5.345116667,4.989131,5.094242667,4.581524,4.984876333,4.389525667,3.947193333,4.350854333,3.861613,4.317657333,2.829201,3.447003667,3.503044667,3.392863667,2.525582333,2.848156333
GATC,4.6528435,4.3359705,4.625659,5.1403225,4.9807095,5.313947,4.4443295,3.741953,4.131853,4.5369295,3.2206295,3.7343225,3.873282,3.8993865,3.243452,3.776056,4.0937225,3.870775,4.6534575,4.6307635,3.8357525,3.7513095,4.2481195,4.6540715,4.1534225,4.534065,4.3981815,4.104161,3.7723665,5.09924,3.960532,3.855634,4.330622,5.001905,3.607391,4.672686
GATD1,3.302249,1.364942,1.287896,0.906027,3.047684,2.719153,1.860828,0.46912,4.187236,5.388623,1.640575,1.124015,3.229235,0.730161,1.494587,1.539977,2.128345,4.5417,0.710752,1.092686,3.882251,1.407082,1.081792,1.766972,3.267658,0.351164,0.400618,4.204043,1.681945,2.607605,1.135652,3.849323,3.003234,2.201093,3.673219,1.98607
GATD3A,5.975243333,6.418762667,6.421012667,6.615884,5.962184333,5.647379667,6.088485,6.027728333,5.678646667,6.025412333,7.284452333,7.198871667,6.112238667,5.970652333,6.249565667,5.869377667,5.995783667,5.935548333,6.418273667,6.464214,6.661229667,6.408973667,6.633250667,6.833679,5.393539,5.326325,5.705101,5.932517667,5.612406333,5.461812,5.018393667,4.993614,4.869596667,5.368197333,5.789519333,4.983044667
GATD3B,10.8444045,11.3496745,11.8138225,11.64251,10.9595,10.6527755,10.4011115,10.6858085,9.8841125,10.311324,13.776649,13.718697,11.025516,10.2088975,11.285673,11.107641,10.4363855,10.8181115,11.226746,11.424552,11.271261,11.4213865,11.1475415,11.4604045,9.5599845,9.9832185,10.4477585,10.2805325,10.5025225,9.590641,8.887508,8.9231825,8.841326,9.4129095,9.859574,9.233281
GBA,43.50331467,43.50368867,39.91727267,41.82443433,44.04442767,43.28923133,33.331624,34.01900033,33.021561,31.74439567,30.152241,29.44472767,26.022125,22.287252,29.75059567,26.37698833,30.341072,29.49893767,32.06645567,29.27713,32.61645567,24.645927,31.33318,30.683484,22.133372,32.43926433,32.83534867,31.62035,32.22056733,30.51888367,20.45595567,22.99781133,28.56565533,28.57537767,29.117064,20.659356
